Country,Location,Year,Month,Hour,Datum,Status Mission,Price_launch,Company,Model,Serie,Cargo,Price,Status Rocket,Status,Liftoff Thrust,Stages,Strap-ons,Rocket Height,Fairing Diameter,Fairing Height,Payload to LEO,Payload to GTO,Wiki
China,"LC-2, Xichang Satellite Launch Center, China",2019,11,17,2019-11-04 17:43:00+00:00,Success,29.15 ,CASC,Long March 3B/E,Long March,Beidou-3 IGSO-3,29.15,StatusActive,Active,5922,3,4,56.3,4.2,9.56,11.5,5.5,https://en.wikipedia.org/wiki/Long_March_3B
China,"LC-9, Taiyuan Satellite Launch Center, China",2019,11,3,2019-11-03 03:22:00+00:00,Success,64.68 ,CASC,Long March 4B,Long March,Gaofen-7,64.68,StatusActive,Active,2971,3,0,44.1,,,4.2,1.5,https://en.wikipedia.org/wiki/Long_March_4B
USA,"LP-0A, Wallops Flight Facility, Virginia, USA",2019,11,13,2019-11-02 13:59:00+00:00,Success,85.0 ,Northrop,Antares 230+,Antares,CRS NG-12,85.0,StatusActive,Active,3265,2,0,42.5,3.9,9.9,8.0,0.0,https://en.wikipedia.org/wiki/Antares_%28rocket%29#Antares_230+
USA,"Vertical Launch Area, Spaceport America, New Mexico",2019,10,17,2019-10-26 17:40:00+00:00,Failure,,Exos,SARGE,SARGE,Launch 4,,StatusActive,Active,,1,0,11.0,0.51,0.91,0.0,0.0,https://en.wikipedia.org/wiki/Exos_Aerospace#SARGE
China,"LC-3, Xichang Satellite Launch Center, China",2019,10,15,2019-10-17 15:21:00+00:00,Success,29.15 ,CASC,Long March 3B/E,Long March,TJSW-4,29.15,StatusActive,Active,5922,3,4,56.3,4.2,9.56,11.5,5.5,https://en.wikipedia.org/wiki/Long_March_3B
New Zealand,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019,10,1,2019-10-17 01:22:00+00:00,Success,7.5 ,Rocket Lab,Electron/Curie,Electron,As The Crow Flies,7.5,StatusActive,Active,162,3,0,17.0,1.2,2.5,0.3,0.0,https://en.wikipedia.org/wiki/Electron_(rocket)
USA,"Stargazer, Cape Canaveral AFS, Florida, USA",2019,10,1,2019-10-11 01:59:00+00:00,Success,40.0 ,Northrop,Pegasus XL,Pegasus,ICON,40.0,StatusActive,Active,561,4,0,17.6,1.15,2.13,0.44299999999999995,0.0,https://en.wikipedia.org/wiki/Pegasus_(rocket)
Kazakhstan,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019,10,10,2019-10-09 10:17:00+00:00,Success,65.0 ,ILS,Proton-M/Briz-M,Proton,Eutelsat 5 West B & MEV-1,65.0,StatusActive,Active,10532,4,0,58.2,4.35,15.26,0.0,6.0,https://en.wikipedia.org/wiki/Proton-M
China,"LC-9, Taiyuan Satellite Launch Center, China",2019,10,18,2019-10-04 18:51:00+00:00,Success,64.68 ,CASC,Long March 4C,Long March,Gaofen 10 (Replacement),64.68,StatusActive,Active,2971,3,0,45.8,,,4.2,1.5,https://en.wikipedia.org/wiki/Long_March_4C
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",2019,9,7,2019-09-26 07:46:00+00:00,Success,48.5 ,VKS RF,Soyuz 2.1b/Fregat,Soyuz,Cosmos 2541,48.5,StatusActive,Active,4150,4,4,42.5,3.7,7.7,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019,9,13,2019-09-25 13:57:00+00:00,Success,,Roscosmos,Soyuz FG,Soyuz,Soyuz MS-15 (61S),,StatusRetired,Retired,4056,3,4,49.5,,,6.9,0.0,https://en.wikipedia.org/wiki/Soyuz-FG
China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019,9,0,2019-09-25 00:54:00+00:00,Success,29.75 ,CASC,Long March 2D,Long March,Yunhai-1-02,29.75,StatusActive,Active,2962,2,0,41.06,3.35,10.9,3.5,0.0,https://en.wikipedia.org/wiki/Long_March_2D
Japan,"LA-Y2, Tanegashima Space Center, Japan",2019,9,16,2019-09-24 16:05:00+00:00,Success,112.5 ,MHI,H-IIB,H,HTV-8,112.5,StatusRetired,Retired,,2,4,56.6,5.1,15.0,16.5,8.0,https://en.wikipedia.org/wiki/H-IIB
China,"LC-2, Xichang Satellite Launch Center, China",2019,9,21,2019-09-22 21:10:00+00:00,Success,,CASC,Long March 3B/YZ-1,Long March,BeiDou-3 M23 & M24,,StatusActive,Active,5924,4,4,,4.0,9.56,0.0,0.0,https://en.wikipedia.org/wiki/Long_March_3B
China,"Site 95, Jiuquan Satellite Launch Center, China",2019,9,6,2019-09-19 06:42:00+00:00,Success,5.3 ,CASC,Long March 11,Long March,Zhuhai-1 Group 03,5.3,StatusActive,Active,1200,4,0,20.8,2.0,,0.53,0.0,https://en.wikipedia.org/wiki/Long_March_11
China,"LC-9, Taiyuan Satellite Launch Center, China",2019,9,3,2019-09-12 03:26:00+00:00,Success,64.68 ,CASC,Long March 4B,Long March,"Ziyuan-2D, BNU-1 & Taurus-1",64.68,StatusActive,Active,2971,3,0,44.1,,,4.2,1.5,https://en.wikipedia.org/wiki/Long_March_4B
China,"Site 95, Jiuquan Satellite Launch Center, China",2019,8,23,2019-08-30 23:41:00+00:00,Success,,ExPace,Kuaizhou 1A,Kuaizhou,KX-09 & Others,,StatusActive,Active,,3,0,19.4,1.4,4.0,0.3,0.0,https://en.wikipedia.org/wiki/Kuaizhou
Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",2019,8,14,2019-08-30 14:00:00+00:00,Success,41.8 ,VKS RF,Rokot/Briz KM,Rokot,Cosmos 2540,41.8,StatusRetired,Retired,,3,0,29.0,,,2.14,0.0,https://en.wikipedia.org/wiki/Rokot
Iran,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2019,8,0,2019-08-29 00:00:00,Prelaunch Failure,,ISA,Safir-1B+,Safir,Nahid-1,,StatusActive,Active,337,2,0,26.0,,,0.05,0.0,https://en.wikipedia.org/wiki/Safir_(rocket)
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2019,8,13,2019-08-22 13:06:00+00:00,Success,164.0 ,ULA,"Delta IV Medium+ (4,2)",Delta,GPS III SV02,164.0,StatusRetired,Retired,4895,2,2,62.5,4.0,11.75,10.44,6.39,https://en.wikipedia.org/wiki/Delta_IV
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019,8,3,2019-08-22 03:38:00+00:00,Success,48.5 ,Roscosmos,Soyuz 2.1a,Soyuz,Soyuz MS-14 (60S),48.5,StatusActive,Active,4150,3,4,,3.7,7.7,7.02,0.0,https://en.wikipedia.org/wiki/Soyuz-2
New Zealand,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019,8,12,2019-08-19 12:12:00+00:00,Success,7.5 ,Rocket Lab,Electron/Curie,Electron,"Look Ma, No Hands!",7.5,StatusActive,Active,162,3,0,17.0,1.2,2.5,0.3,0.0,https://en.wikipedia.org/wiki/Electron_(rocket)
China,"LC-2, Xichang Satellite Launch Center, China",2019,8,12,2019-08-19 12:03:00+00:00,Success,29.15 ,CASC,Long March 3B/E,Long March,ChinaSat 18,29.15,StatusActive,Active,5922,3,4,56.3,4.2,9.56,11.5,5.5,https://en.wikipedia.org/wiki/Long_March_3B
China,"Site 95, Jiuquan Satellite Launch Center, China",2019,8,4,2019-08-17 04:11:00+00:00,Success,7.5 ,CASC,Jielong-1,Jielong,Tianqi-4 & Others,7.5,StatusActive,Active,,4,0,,1.2,,0.25,0.0,
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019,8,10,2019-08-08 10:13:00+00:00,Success,153.0 ,ULA,Atlas V 551,Atlas,AEHF 5,153.0,StatusActive,Active,12269,2,5,62.2,5.4,26.5,18.85,8.9,https://en.wikipedia.org/wiki/Atlas_V
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2019,8,23,2019-08-06 23:23:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,AMOS-17,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
France,"ELA-3, Guiana Space Centre, French Guiana, France",2019,8,19,2019-08-06 19:30:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,EDRS-C/HYLAS 3 & Intelsat 39,200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
Kazakhstan,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019,8,21,2019-08-05 21:56:00+00:00,Success,65.0 ,Roscosmos,Proton-M/Briz-M,Proton,Cosmos 2539,65.0,StatusActive,Active,10532,4,0,58.2,4.35,15.26,0.0,6.0,https://en.wikipedia.org/wiki/Proton-M
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019,7,12,2019-07-31 12:10:00+00:00,Success,48.5 ,Roscosmos,Soyuz 2.1a,Soyuz,Progress MS-12,48.5,StatusActive,Active,4150,3,4,,3.7,7.7,7.02,0.0,https://en.wikipedia.org/wiki/Soyuz-2
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",2019,7,5,2019-07-30 05:56:00+00:00,Success,48.5 ,VKS RF,Soyuz 2.1a/Fregat-M,Soyuz,Meridian-M n†­18L,48.5,StatusActive,Active,4150,4,4,42.5,3.7,7.7,0.0,2.81,https://en.wikipedia.org/wiki/Soyuz-2#Soyuz-2.1a
China,"LC-3, Xichang Satellite Launch Center, China",2019,7,3,2019-07-26 03:57:00+00:00,Success,30.8 ,CASC,Long March 2C,Long March,Yaogan-30-05,30.8,StatusActive,Active,2962,2,0,42.0,,,3.85,1.25,https://en.wikipedia.org/wiki/Long_March_2C
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2019,7,22,2019-07-25 22:01:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,CRS-18,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
China,"Site 95, Jiuquan Satellite Launch Center, China",2019,7,5,2019-07-25 05:00:00+00:00,Success,,i-Space,Hyperbola-1,Hyperbola,CAS-7B & Others,,StatusActive,Active,557,4,0,21.0,1.0,1.4,0.3,0.0,https://en.wikipedia.org/wiki/I-Space_(Chinese_company)#Hyperbola-1
India,"Second Launch Pad, Satish Dhawan Space Centre, India",2019,7,9,2019-07-22 09:13:00+00:00,Success,62.0 ,ISRO,GSLV Mk III,GSLV Mk,Chandrayaan-2 lunar mission,62.0,StatusActive,Active,11898,3,2,43.4,5.0,,10.0,4.0,https://en.wikipedia.org/wiki/Geosynchronous_Satellite_Launch_Vehicle_Mark_III
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019,7,16,2019-07-20 16:28:00+00:00,Success,,Roscosmos,Soyuz FG,Soyuz,Soyuz MS-13 (59S),,StatusRetired,Retired,4056,3,4,49.5,,,6.9,0.0,https://en.wikipedia.org/wiki/Soyuz-FG
Kazakhstan,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019,7,12,2019-07-13 12:31:00+00:00,Success,65.0 ,Roscosmos,Proton-M/DM-3,Proton,Spektr-RG,65.0,StatusActive,Active,10532,4,0,53.0,4.35,15.26,0.0,6.0,https://en.wikipedia.org/wiki/Proton-M
France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2019,7,1,2019-07-11 01:53:00+00:00,Failure,37.0 ,Arianespace,Vega,Vega,Falcon Eye 1,37.0,StatusActive,Active,2200,4,0,29.9,2.6,7.88,1.436,0.0,https://en.wikipedia.org/wiki/Vega_(rocket)
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",2019,7,17,2019-07-10 17:14:00+00:00,Success,,VKS RF,Soyuz 2.1v/Volga,Soyuz,Cosmos 2535 to 2538,,StatusActive,Active,,4,0,,3.7,7.7,2.85,0.0,https://en.wikipedia.org/wiki/Soyuz-2-1v
Russia,"Site 1S, Vostochny Cosmodrome, Russia",2019,7,5,2019-07-05 05:41:00+00:00,Success,,Roscosmos,Soyuz 2.1b/Fregat-M,Soyuz,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",,StatusActive,Active,4150,4,4,42.5,3.7,7.7,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2
USA,"Vertical Launch Area, Spaceport America, New Mexico",2019,6,18,2019-06-29 18:00:00+00:00,Partial Failure,,Exos,SARGE,SARGE,Launch 3,,StatusActive,Active,,1,0,11.0,0.51,0.91,0.0,0.0,https://en.wikipedia.org/wiki/Exos_Aerospace#SARGE
New Zealand,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019,6,4,2019-06-29 04:30:00+00:00,Success,7.5 ,Rocket Lab,Electron/Curie,Electron,Make it Rain,7.5,StatusActive,Active,162,3,0,17.0,1.2,2.5,0.3,0.0,https://en.wikipedia.org/wiki/Electron_(rocket)
USA,"LC-39A, Kennedy Space Center, Florida, USA",2019,6,6,2019-06-25 06:30:00+00:00,Success,90.0 ,SpaceX,Falcon Heavy,Falcon,STP-2,90.0,StatusActive,Active,22819,2,2,70.0,5.2,13.0,63.8,26.7,https://en.wikipedia.org/wiki/Falcon_Heavy
China,"LC-3, Xichang Satellite Launch Center, China",2019,6,18,2019-06-24 18:09:00+00:00,Success,29.15 ,CASC,Long March 3B/E,Long March,Beidou-3 IGSO-2,29.15,StatusActive,Active,5922,3,4,56.3,4.2,9.56,11.5,5.5,https://en.wikipedia.org/wiki/Long_March_3B
France,"ELA-3, Guiana Space Centre, French Guiana, France",2019,6,21,2019-06-20 21:43:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,Eutelsat 7C &  AT&T T-16,200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
USA,"SLC-4E, Vandenberg AFB, California, USA",2019,6,14,2019-06-12 14:17:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,RADARSAT Constellation,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
China,"Tai Rui Barge, Yellow Sea",2019,6,4,2019-06-05 04:06:00+00:00,Success,5.3 ,CASC,Long March 11H,Long March,Jilin-1 & Others,5.3,StatusActive,Active,1176,4,0,20.8,2.0,3.0,0.7,0.0,https://en.wikipedia.org/wiki/Long_March_11
Kazakhstan,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019,5,17,2019-05-30 17:42:00+00:00,Success,65.0 ,Roscosmos,Proton-M/Briz-M,Proton,Yamal-601,65.0,StatusActive,Active,10532,4,0,58.2,4.35,15.26,0.0,6.0,https://en.wikipedia.org/wiki/Proton-M
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",2019,5,6,2019-05-27 06:23:00+00:00,Success,,Roscosmos,Soyuz 2.1b/Fregat-M,Soyuz,Cosmos 2534,,StatusActive,Active,4150,4,4,42.5,3.7,7.7,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2019,5,2,2019-05-24 02:30:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,Starlink V0.9,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
China,"LC-9, Taiyuan Satellite Launch Center, China",2019,5,22,2019-05-22 22:55:00+00:00,Failure,64.68 ,CASC,Long March 4C,Long March,Yaogan Weixing-33,64.68,StatusActive,Active,2971,3,0,45.8,,,4.2,1.5,https://en.wikipedia.org/wiki/Long_March_4C
India,"First Launch Pad, Satish Dhawan Space Centre, India",2019,5,0,2019-05-22 00:00:00+00:00,Success,21.0 ,ISRO,PSLV-CA,PSLV,RISAT-2B,21.0,StatusActive,Active,4847,4,0,44.0,3.2,8.3,0.0,0.0,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle#Variants
China,"LC-2, Xichang Satellite Launch Center, China",2019,5,15,2019-05-17 15:48:00+00:00,Success,,CASC,Long March 3C/E,Long March,Beidou-2 G8,,StatusActive,Active,5923,3,4,54.8,4.2,9.8,0.0,3.9,https://en.wikipedia.org/wiki/Long_March_3C
New Zealand,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019,5,6,2019-05-05 06:00:00+00:00,Success,7.5 ,Rocket Lab,Electron/Curie,Electron,That's a Funny Looking Cactus,7.5,StatusActive,Active,162,3,0,17.0,1.2,2.5,0.3,0.0,https://en.wikipedia.org/wiki/Electron_(rocket)
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2019,5,6,2019-05-04 06:48:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,CRS-17,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
USA,"Blue Origin Launch Site, West Texas, Texas, USA",2019,5,13,2019-05-02 13:35:00+00:00,Success,,Blue Origin,New Shepard,New,NS-11,,StatusActive,Active,490,2,0,18.0,,,0.0,0.0,https://en.wikipedia.org/wiki/New_Shepard
China,"Taiyuan Satellite Launch Center, China",2019,4,22,2019-04-29 22:52:00+00:00,Success,64.68 ,CASC,Long March 4B,Long March,Tianhui-2 Group 01,64.68,StatusActive,Active,2971,3,0,44.1,,,4.2,1.5,https://en.wikipedia.org/wiki/Long_March_4B
China,"LC-3, Xichang Satellite Launch Center, China",2019,4,14,2019-04-20 14:30:00+00:00,Success,29.15 ,CASC,Long March 3B/E,Long March,Beidou-3 IGSO-1,29.15,StatusActive,Active,5922,3,4,56.3,4.2,9.56,11.5,5.5,https://en.wikipedia.org/wiki/Long_March_3B
USA,"LP-0A, Wallops Flight Facility, Virginia, USA",2019,4,20,2019-04-17 20:46:00+00:00,Success,85.0 ,Northrop,Antares 230,Antares,CRS NG-11,85.0,StatusRetired,Retired,1922,2,0,41.9,3.9,9.9,7.0,0.0,https://en.wikipedia.org/wiki/Antares_(rocket)
USA,"LC-39A, Kennedy Space Center, Florida, USA",2019,4,22,2019-04-11 22:35:00+00:00,Success,90.0 ,SpaceX,Falcon Heavy,Falcon,ArabSat 6A,90.0,StatusActive,Active,22819,2,2,70.0,5.2,13.0,63.8,26.7,https://en.wikipedia.org/wiki/Falcon_Heavy
France,"ELS, Guiana Space Centre, French Guiana, France",2019,4,17,2019-04-04 17:04:00+00:00,Success,,Arianespace,Soyuz ST-B/Fregat-MT,Soyuz,O3b FM17-FM20,,StatusActive,Active,,4,4,46.2,4.11,11.4,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2#Soyuz-2.1b
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019,4,11,2019-04-04 11:01:00+00:00,Success,48.5 ,Roscosmos,Soyuz 2.1a,Soyuz,Progress MS-11 (72P),48.5,StatusActive,Active,4150,3,4,,3.7,7.7,7.02,0.0,https://en.wikipedia.org/wiki/Soyuz-2
India,"Second Launch Pad, Satish Dhawan Space Centre, India",2019,4,3,2019-04-01 03:57:00+00:00,Success,21.0 ,ISRO,PSLV-QL,PSLV,EMISAT & Rideshares,21.0,StatusActive,Active,7661,4,4,44.0,3.2,8.3,0.0,0.0,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle#Variants
China,"LC-2, Xichang Satellite Launch Center, China",2019,3,15,2019-03-31 15:51:00+00:00,Success,29.15 ,CASC,Long March 3B/E,Long March,Tianlian-2,29.15,StatusActive,Active,5922,3,4,56.3,4.2,9.56,11.5,5.5,https://en.wikipedia.org/wiki/Long_March_3B
New Zealand,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019,3,23,2019-03-28 23:27:00+00:00,Success,7.5 ,Rocket Lab,Electron/Curie,Electron,Two Thumbs Up,7.5,StatusActive,Active,162,3,0,17.0,1.2,2.5,0.3,0.0,https://en.wikipedia.org/wiki/Electron_(rocket)
China,"Site 95, Jiuquan Satellite Launch Center, China",2019,3,9,2019-03-27 09:39:00+00:00,Failure,,OneSpace,OS-M1,OS,Lingque-1B,,StatusActive,Active,,4,0,,0.7,1.26,0.205,0.0,https://en.wikipedia.org/wiki/OneSpace#OS-M
France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2019,3,1,2019-03-22 01:50:00+00:00,Success,37.0 ,Arianespace,Vega,Vega,PRISMA,37.0,StatusActive,Active,2200,4,0,29.9,2.6,7.88,1.436,0.0,https://en.wikipedia.org/wiki/Vega_(rocket)
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2019,3,0,2019-03-16 00:26:00+00:00,Success,,ULA,"Delta IV Medium+ (5,4)",Delta,WGS-10,,StatusRetired,Retired,6653,2,4,66.4,5.1,19.1,11.6,6.89,https://en.wikipedia.org/wiki/Delta_IV
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019,3,19,2019-03-14 19:14:00+00:00,Success,,Roscosmos,Soyuz FG,Soyuz,Soyuz MS-12 (58S),,StatusRetired,Retired,4056,3,4,49.5,,,6.9,0.0,https://en.wikipedia.org/wiki/Soyuz-FG
China,"LC-3, Xichang Satellite Launch Center, China",2019,3,16,2019-03-09 16:28:00+00:00,Success,29.15 ,CASC,Long March 3B/E,Long March,Zhongxing-6C,29.15,StatusActive,Active,5922,3,4,56.3,4.2,9.56,11.5,5.5,https://en.wikipedia.org/wiki/Long_March_3B
USA,"Vertical Launch Area, Spaceport America, New Mexico",2019,3,17,2019-03-02 17:45:00+00:00,Partial Failure,,Exos,SARGE,SARGE,Launch 2,,StatusActive,Active,,1,0,11.0,0.51,0.91,0.0,0.0,https://en.wikipedia.org/wiki/Exos_Aerospace#SARGE
USA,"LC-39A, Kennedy Space Center, Florida, USA",2019,3,7,2019-03-02 07:49:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,SpaceX Demo-1,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
France,"ELS, Guiana Space Centre, French Guiana, France",2019,2,21,2019-02-27 21:37:00+00:00,Success,,Arianespace,Soyuz ST-B/Fregat-M,Soyuz,OneWeb #1,,StatusActive,Active,4150,4,4,46.2,4.11,11.4,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2#Soyuz-2.1b
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2019,2,1,2019-02-22 01:45:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,Nusantara Satu & Beresheet,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019,2,16,2019-02-21 16:47:00+00:00,Success,,VKS RF,Soyuz 2.1b/Fregat-M,Soyuz,EgyptSat-A,,StatusActive,Active,4150,4,4,42.5,3.7,7.7,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2
France,"ELA-3, Guiana Space Centre, French Guiana, France",2019,2,21,2019-02-05 21:01:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,GSAT-31 & Hellas-Sat-4,200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
Iran,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2019,2,0,2019-02-05 00:00:00,Failure,,ISA,Safir-1B+,Safir,Dousti,,StatusActive,Active,337,2,0,26.0,,,0.05,0.0,https://en.wikipedia.org/wiki/Safir_(rocket)
India,"First Launch Pad, Satish Dhawan Space Centre, India",2019,1,18,2019-01-24 18:07:00+00:00,Success,,ISRO,PSLV-DL,PSLV,Microsat-R,,StatusActive,Active,5867,4,2,44.0,3.2,8.3,0.0,0.0,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle
USA,"Blue Origin Launch Site, West Texas, Texas, USA",2019,1,15,2019-01-23 15:05:00+00:00,Success,,Blue Origin,New Shepard,New,NS-10,,StatusActive,Active,490,2,0,18.0,,,0.0,0.0,https://en.wikipedia.org/wiki/New_Shepard
China,"Site 95, Jiuquan Satellite Launch Center, China",2019,1,5,2019-01-21 05:42:00+00:00,Success,5.3 ,CASC,Long March 11,Long March,Jilin-1 Hyperspectral & Others,5.3,StatusActive,Active,1200,4,0,20.8,2.0,,0.53,0.0,https://en.wikipedia.org/wiki/Long_March_11
USA,"SLC-6, Vandenberg AFB, California, USA",2019,1,19,2019-01-19 19:10:00+00:00,Success,350.0 ,ULA,Delta IV Heavy,Delta,NROL-71,350.0,StatusActive,Active,9411,2,2,72.0,5.1,19.1,28.37,13.81,https://en.wikipedia.org/wiki/Delta_IV_Heavy
Japan,"Mu Pad, Uchinoura Space Center, Japan",2019,1,0,2019-01-18 00:50:00+00:00,Success,39.0 ,JAXA,Epsilon PBS,Epsilon,Innovative Satellite Technology Demonstration-1,39.0,StatusActive,Active,1612,4,0,26.0,2.5,9.19,0.7,0.0,https://en.wikipedia.org/wiki/Epsilon_(rocket)
Iran,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2019,1,0,2019-01-15 00:30:00+00:00,Failure,,ISA,Simorgh,Simorgh,Payam-e Amirkabir,,StatusActive,Active,1300,2,0,27.0,,,0.35,0.0,https://en.wikipedia.org/wiki/Simorgh_(rocket)
USA,"SLC-4E, Vandenberg AFB, California, USA",2019,1,15,2019-01-11 15:31:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,Iridium-8,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
China,"LC-2, Xichang Satellite Launch Center, China",2019,1,17,2019-01-10 17:11:00+00:00,Success,29.15 ,CASC,Long March 3B/E,Long March,Zhongxing-2D (Chinasat-2D),29.15,StatusActive,Active,5922,3,4,56.3,4.2,9.56,11.5,5.5,https://en.wikipedia.org/wiki/Long_March_3B
China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2018,12,8,2018-12-29 08:02:00+00:00,Success,,CASC,Long March 2D/YZ-3,Long March,Hongyan-1,,StatusActive,Active,2962,3,0,,3.35,10.9,0.0,0.0,https://en.wikipedia.org/wiki/Long_March_2D
Russia,"Site 1S, Vostochny Cosmodrome, Russia",2018,12,2,2018-12-27 02:07:00+00:00,Success,48.5 ,Roscosmos,Soyuz 2.1a/Fregat,Soyuz,Kanopus-V No. 5-6 & Rideshares,48.5,StatusActive,Active,4150,4,4,42.5,3.7,7.7,0.0,2.81,https://en.wikipedia.org/wiki/Soyuz-2
China,"LC-3, Xichang Satellite Launch Center, China",2018,12,16,2018-12-24 16:53:00+00:00,Success,,CASC,Long March 3C/E,Long March,TJS-3,,StatusActive,Active,5923,3,4,54.8,4.2,9.8,0.0,3.9,https://en.wikipedia.org/wiki/Long_March_3C
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2018,12,13,2018-12-23 13:51:00+00:00,Success,50.0 ,SpaceX,Falcon 9 Block 5,Falcon,GPS III SV01,50.0,StatusActive,Active,7607,2,0,70.0,5.2,13.0,22.8,8.3,https://en.wikipedia.org/wiki/Falcon_9
China,"Site 95, Jiuquan Satellite Launch Center, China",2018,12,23,2018-12-21 23:51:00+00:00,Success,5.3 ,CASC,Long March 11,Long March,Hongyun-1,5.3,StatusActive,Active,1200,4,0,20.8,2.0,,0.53,0.0,https://en.wikipedia.org/wiki/Long_March_11
